1,1,54.08,59.22,122.29,60.260000000000005,1,1,1.0
1,2,0.0,5.34,25.73,44.31,1,1,1.0
1,3,313.2,0.0,398.97999999999996,115.41,1,1,1.0
1,4,98.15,0.0,221.37999999999997,63.36,1,1,1.0
2,1,32.82,55.68,122.29000000000002,60.26,1,1,1.0
2,2,0.0,5.34,25.73,44.31,1,1,1.0
2,3,311.89,0.0,398.99,115.08,1,1,1.0
2,4,98.15,0.0,221.37999999999997,63.36,1,1,1.0
3,1,11.55,57.45,122.29,60.25999999999999,1,1,0.0
3,3,310.59,0.0,398.99000000000007,114.76,1,1,1.0
3,4,98.15,0.0,221.37999999999997,63.36,1,1,1.0
4,1,6.23,50.36,122.29,60.260000000000005,1,1,1.0
4,3,309.29,0.0,398.97999999999996,114.43,1,1,1.0
4,4,98.15,0.0,221.37999999999997,63.36,1,1,1.0
5,1,0.0,45.04,100.16,60.26,1,1,1.0
5,3,307.99,0.0,398.98,114.1,1,1,1.0
5,4,98.15,0.0,221.37999999999997,63.36,1,1,1.0
6,1,0.0,43.27,82.44,60.26,1,1,1.0
6,3,307.99,0.0,398.98,114.05,1,1,1.0
6,4,98.15,0.0,221.37999999999997,63.36,1,1,1.0
7,1,0.0,41.5,61.17,60.260000000000005,1,1,1.0
7,3,307.99,0.0,398.98,113.99,1,1,1.0
7,4,98.15,0.0,221.37999999999997,63.36,1,1,1.0
8,1,0.0,36.18,45.22,60.26,1,1,1.0
8,3,307.99,0.0,398.98,113.94,1,1,1.0
8,4,98.15,0.0,221.37999999999997,63.36,1,1,1.0
9,1,0.0,32.63,25.73,60.26,1,1,1.0
9,3,307.99,0.0,398.98,113.88,1,1,1.0
9,4,98.15,0.0,221.37999999999997,63.36,1,1,1.0
10,1,0.0,32.63,11.55,60.26,1,1,1.0
10,5,915.43,186.12,44.57000000000005,97.48000000000002,1,1,1.0
10,3,307.99,0.0,398.98,113.82,1,1,1.0
10,4,98.15,0.0,221.37999999999997,63.36,1,1,1.0
11,5,865.8,186.12,94.20000000000005,97.48000000000002,1,1,1.0
11,3,307.99,0.0,398.98,113.77,1,1,1.0
11,4,98.15,0.0,221.37999999999997,63.36,1,1,1.0
12,5,825.0,166.6,135.0,117.00000000000003,1,1,1.0
12,3,307.99,0.0,398.98,113.71,1,1,1.0
12,4,98.15,0.0,221.37999999999997,63.36,1,1,1.0
13,5,775.4,143.6,184.60000000000002,140.00000000000003,1,1,1.0
13,3,307.99,0.0,398.98,113.65,1,1,1.0
13,4,98.15,0.0,221.37999999999997,63.36,1,1,1.0
14,5,731.1,131.2,228.89999999999998,152.40000000000003,1,1,1.0
14,6,0.0,173.71,22.18,53.16999999999999,1,1,1.0
14,3,307.99,0.0,398.98,113.6,1,1,1.0
14,4,98.15,0.0,221.37999999999997,63.36,1,1,1.0
15,5,693.9,140.0,266.1,125.89999999999998,1,1,1.0
15,6,0.0,173.71,39.9,70.88999999999999,1,1,1.0
15,3,307.99,0.0,398.98,113.54,1,1,1.0
15,4,98.15,0.0,221.37999999999997,63.36,1,1,1.0
16,5,656.68,127.59,266.1,125.9,1,1,1.0
16,6,0.0,173.71,59.4,88.59,1,1,1.0
16,3,307.99,0.0,398.98,113.49,1,1,1.0
16,4,98.15,0.0,221.37999999999997,63.36,1,1,1.0
17,5,619.46,125.82,266.0999999999999,115.28,1,1,1.0
17,6,0.0,173.71,71.8,100.98999999999998,1,1,1.0
17,3,307.99,0.0,398.98,113.43,1,1,1.0
17,4,98.15,0.0,221.37999999999997,63.36,1,1,1.0
18,5,584.01,113.42,257.28999999999996,115.27,1,1,1.0
18,6,0.0,173.71,93.1,109.89000000000001,1,1,1.0
18,3,307.99,0.0,398.98,113.37,1,1,1.0
18,4,98.15,0.0,221.37999999999997,63.36,1,1,1.0
19,5,546.8,111.64,246.60000000000002,108.16000000000001,1,1,1.0
19,6,0.0,173.71,123.2,120.48999999999998,1,1,1.0
19,3,307.99,0.0,398.98,113.32,1,1,1.0
19,4,98.15,0.0,221.37999999999997,63.36,1,1,1.0
20,5,514.89,109.87,236.01,104.63,1,1,1.0
20,6,0.0,173.71,144.5,132.89000000000001,1,1,1.0
20,3,307.99,0.0,398.98,113.26,1,1,1.0
20,4,98.15,0.0,221.37999999999997,63.36,1,1,1.0
21,5,484.76,104.55,236.01,104.63000000000001,1,1,1.0
21,6,0.0,187.9,172.9,134.70000000000002,1,1,1.0
21,3,307.99,0.0,398.98,113.21,1,1,1.0
21,4,98.15,0.0,221.37999999999997,63.36,1,1,1.0
22,5,456.41,97.46,221.79000000000002,104.64,1,1,1.0
22,6,0.0,193.2,199.5,143.60000000000002,1,1,1.0
22,3,307.99,0.0,398.98,113.15,1,1,1.0
22,4,98.15,0.0,221.37999999999997,63.36,1,1,1.0
23,5,426.28,90.38,214.72000000000003,101.12,1,1,1.0
23,6,14.2,209.2,213.70000000000002,141.8,1,1,1.0
23,3,307.99,0.0,398.98,113.09,1,1,1.0
23,4,98.15,0.0,221.37999999999997,63.36,1,1,1.0
24,5,397.92,92.15,205.87999999999994,101.15,1,1,1.0
24,6,37.24,219.8,219.06,150.7,1,1,1.0
24,3,307.99,0.0,398.98,113.04,1,1,1.0
24,4,98.15,0.0,221.37999999999997,63.36,1,1,1.0
